Accession,C_OEI06441,C_OEI06445,C_OEI06449,C_OEI06455,C_OEI06461,C_OEI06465,C_OEI06469,C_OEI06473,C_OEI06477,C_OEI06483,C_OEI06487,C_OEI06491,C_OEI06495,C_OEI06499,C_OEI06506,C_OEI06510,C_OEI06520,C_OEI06526,C_OEI06530,HCC_OEI06439,HCC_OEI06443,HCC_OEI06447,HCC_OEI06453,HCC_OEI06459,HCC_OEI06463,HCC_OEI06467,HCC_OEI06471,HCC_OEI06475,HCC_OEI06481,HCC_OEI06485,HCC_OEI06489,HCC_OEI06493,HCC_OEI06497,HCC_OEI06504,HCC_OEI06508,HCC_OEI06518,HCC_OEI06522,HCC_OEI06528
P13693,499477.9884,395815.7237,92791.97284,54596.82093,319527.7807,764669.6279,393329.4966,894137.0317,660694.1178,1479666.238,513054.9856,664243.2217,628576.7524,617632.9715,218980.0849,607418.2796,456414.382,294009.6629,357968.3151,758517.8795,741875.1409,1716804.217,1876793.469,345777.2579,615067.4354,1488542.824,374382.4581,827584.922,637938.8381,531449.5877,347557.1535,1138068.67,843915.5979,335025.2196,173553.461,283323.9736,448485.135,419666.2927
O95169,1365.625203,5959.007153,5585.82219,1249.709201,1235.721538,419.1432307,4319.810202,758.7156625,68.84748072,3860.998036,4036.076247,1579.918332,2148.053965,1261.931101,420.5674636,293.1122469,712.6589929,380.6935583,3427.518847,14680.8664,2165.485201,18680.32105,3239.551694,2660.45821,17658.1182,1916.954409,649.0087338,1509.413489,5829.961748,2203.696209,468.4927993,2804.04173,1225.908723,2069.717265,372.2098381,2479.596496,805.8187207,18521.55987
Q15370,5095.86739,2519.674365,1562.991894,402.5185337,2089.208401,3368.412696,3360.634505,5443.681716,1198.499558,922.7072991,968.538258,856.8427638,3024.986197,3630.750772,839.8993317,1529.789566,312.0576752,638.4868364,2820.165391,6352.921866,6523.161508,3749.842996,3758.385778,626.8947566,2384.743084,4626.587738,1353.231444,2751.937124,3153.679595,2612.365927,1426.020183,3564.305709,3671.208383,3410.348242,1834.16075,2349.521349,1545.851902,8816.599076
P01861,2633.815704,4986.488228,19597.01483,455.0751151,0,2008.247336,16638.49206,3732.249675,9945.574215,86306.12444,16535.29871,2471.500763,46240.41763,12667.07527,3659.703951,19528.24711,5094.237483,6436.043023,89817.44955,19537.66054,6512.182225,95103.85048,37555.13441,3455.492186,4806.411736,35103.94187,2664.994392,7790.064987,21830.24412,16105.52242,7022.881795,75557.96389,6017.054266,4074.396438,3187.572834,16737.288,25083.17009,186922.1147
P50990,287739.2414,427243.9312,223257.0556,146887.0131,212795.5116,216507.5708,258068.6431,337272.91,194837.4348,511557.4897,225272.0503,251384.9663,264223.5489,351550.6986,174085.0346,374778.3479,279246.4451,140504.1538,278385.3496,504287.1593,624645.0655,958503.2134,669199.9042,305949.479,299369.8274,383909.7938,258784.4818,221115.5682,334009.6858,421568.0874,202209.0177,355479.6307,244678.3804,176259.6286,212985.1378,257287.6438,232772.5388,401585.5492
O00154,1800.884339,483.9996719,244.098465,0,495.1485657,243.9154205,185.0164642,254.7184601,771.5147669,1207.10428,0,263.3786163,527.2116849,0,141.4322662,242.6722861,1065.731735,156.0073624,476.2430322,1580.189923,1026.824936,818.9905816,934.1443176,0,503.3330994,3432.754112,413.9420853,716.7884064,7649.01591,785.964722,1258.763504,697.6510507,259.8639202,598.0113754,457.8493261,388.0600739,131.7616493,7339.890475
P22413,9519.801668,25050.56847,9556.92617,4446.691529,13099.02919,13682.14546,27172.38707,13817.95146,5925.997167,40742.24662,25069.8423,19199.04151,24224.63928,20809.08235,13127.93582,12920.31599,12544.73519,8335.921964,39522.1738,8094.378986,93817.56105,49094.63563,263435.319,31339.36179,28444.04844,69662.18706,13135.69165,13736.68285,9547.23245,24004.16328,13452.34829,60087.352,19333.28399,4644.220164,2743.938965,15623.00637,24714.70281,33867.03528
Q9H1K4,5799.261467,470.5402374,313.6930923,312.72089,377.6481857,1847.709358,180.2996368,5108.495027,813.8592997,8673.9082,2487.377038,333.449173,1580.605666,719.0897369,884.8274307,3712.176716,4221.589638,730.724453,3657.164553,732.1809692,621.9183558,18720.14224,0,0,382.5540924,2109.63519,7878.822951,4888.562261,0,8943.755311,618.4744067,515.3381195,3139.588005,0,8875.07191,1393.618131,973.3731003,0
O75170,0,5611.851247,2504.074707,1771.150463,0,0,3676.895874,15.12569829,0,1755.895688,2380.324799,4357.445753,2337.254175,4575.629168,3497.631911,1124.765175,2343.96051,2630.178693,5213.702712,13724.96011,7299.605035,49242.11975,2205.013322,3767.354555,0,2358.163216,1362.709417,3584.333412,3685.275972,5850.394812,3391.105051,3040.505787,4221.362897,2569.545972,1481.43279,397.2699297,4804.790185,168.6151847
Q9UJM8,2055379.235,2077547.203,1005589.117,604480.6795,1643014.73,1577958.563,1334047.251,2330274.224,1980070.84,4109321.934,1664441.68,3071892.441,1331504.109,2615049.399,892313.012,3617676.089,2689272.423,1451068.938,1267959.567,2894040.618,3585379.151,1160210.661,5883106.08,5643396.929,1422471.722,1069025.054,1063075.948,1707745.415,238808.3578,766544.791,1050951.562,1199888.703,6545580.107,329079.1919,673683.006,316174.6173,1845312.461,2539607.856
Q92878,22133.53001,19838.46656,6259.744705,6507.831671,12227.55887,11832.68447,19462.39701,49172.96545,6619.608942,28550.32117,7569.472135,9754.542685,7287.254984,5299.288424,2591.926554,13463.58,10845.56412,7425.685417,18540.1282,24684.06083,7655.269009,10523.48515,28696.54906,4322.207034,23900.31934,8708.394817,6140.922047,6017.73399,6964.544542,14630.66997,8416.00414,22009.23425,9712.993091,3577.538279,3670.156855,6197.489739,2886.107536,9613.907988
P41218,14443.76964,10040.07896,1988.541465,3072.683407,4283.570107,16311.19319,20463.35821,7196.207982,2183.331192,5109.683978,3431.834636,4506.106136,11636.39206,27278.06466,1728.326738,647.4488525,3663.366996,0,8624.349326,36618.73787,4136.795423,39180.39672,15189.77857,2521.647382,3889.423993,7411.682611,11374.53297,5243.386521,155398.6279,7358.90267,5995.727346,9687.122284,7550.182577,24815.31272,2294.441553,20327.89214,2558.775969,34260.01672
P20810,23887.93908,12148.27169,1265.006482,1625.741674,7328.131398,8753.045935,3857.258118,20586.40526,10772.37588,44819.61627,16281.60734,13129.78923,9075.550199,8490.94118,4570.617357,24171.65307,15344.20083,6836.423836,16243.8234,12317.2655,16790.66846,49810.0675,85675.57241,14622.08592,10695.49078,22401.44773,25800.70384,9505.411316,22952.38681,31551.34327,5222.355847,14612.07823,11706.00608,7962.750235,1458.26633,15678.06441,25939.34049,17523.48394
Q9BS40,16011.9573,13128.35322,1986.845206,7593.82467,2338.728738,7842.990426,5643.173666,10474.38597,5167.832983,19901.18372,2929.612167,4046.739807,9405.224114,32714.86022,6839.557162,14121.24025,19577.25392,3493.655697,8112.309804,51979.77538,4632.735846,68972.74008,13724.93798,15520.73017,18109.80849,7115.574126,8327.663703,11982.78301,21425.20329,5061.811169,5778.188403,5975.655853,9217.362625,10654.21395,3897.656469,146022.3108,12794.24755,43130.28232
Q9BPW8,2047563.651,927423.4755,419670.5946,207498.5517,811313.3716,1368049.077,774720.3069,1345073.221,1649250.231,2085394.054,696010.587,1143818.956,1103243.747,1017885.041,414126.6068,1467632.646,1044347.254,568418.1492,734108.4943,1008686.495,2377381.913,2597661.845,2711893.602,893330.0164,257029.9772,1455636.931,908585.1989,701304.7659,781332.2503,536679.9112,937693.3927,1628775.644,760213.0298,322607.1159,538014.9774,292629.6825,534277.3083,189396.4468
Q8NBX0,65725.86898,312237.4359,112793.2025,45390.50694,41702.52615,39634.39513,225668.0271,62927.47377,34741.14652,319068.6124,186301.9709,153303.2449,146460.9762,245505.1945,95437.39483,81026.67034,183113.4072,66528.85906,161694.2008,133707.0939,210188.5966,498643.3857,400102.4248,236120.4183,215741.1989,300315.2249,348041.1764,155302.8455,54361.16479,236511.8813,74410.66285,57181.02197,391360.3868,122173.2272,141473.2942,312473.9728,196883.6665,65895.78891
O15144,288340.6291,223826.8617,92420.16135,45130.84115,113809.5784,232272.6575,145951.4848,297246.8831,184798.8902,435680.9656,130452.9928,175636.7931,167211.9124,262205.6713,95212.54181,207226.1329,206300.1725,92881.7795,141596.6012,366387.0182,259667.4848,817208.888,564057.7359,148390.233,165869.2856,363220.1008,157383.5026,229200.3205,209546.2715,160928.6461,103462.4903,319859.0581,201732.0659,155828.9961,54944.74776,248965.3514,153943.6887,280151.3463
P51654,5096.180257,3727.851253,675.8776528,595.9179332,1692.672066,4859.362345,3196.452418,5842.408527,2311.247445,5864.802151,2987.015244,1442.572936,4035.138822,4580.63604,1727.770726,2000.807634,3410.379029,1052.458794,2177.54776,10431.62227,4259.600282,44592.70311,10289.35099,1889.396672,1272.280114,6029.928151,3688.005681,1534.629167,9085.088931,13135.41637,10629.99139,3243.699137,5429.040309,14987.79582,2643.583358,1972.019196,378.6430685,3261.499376
Q8NC56,0,1658.113036,0,0,0,0,1548.423907,1614.336098,0,1811.099055,0,598.6742158,1124.567322,4664.36499,620.2321472,3545.263887,1097.146912,462.3220215,0,8047.875854,2906.742065,103824.9611,12069.95532,1085.08474,4806.625362,4138.381847,6579.76889,3627.420715,11043.49167,5487.320587,833.602356,1252.698547,0,10284.31868,0,2401.355347,0,0
P48728,22149.12204,16323.45391,10387.76656,2452.116088,8252.205455,9349.663678,14862.88213,15258.24594,8984.847721,20690.33412,11327.49544,15198.10579,14943.98921,7503.414463,6214.138307,13819.29718,16346.7426,5021.262101,14658.6336,1492.987756,22944.22707,24305.77027,12867.11832,22647.16539,4879.653164,9747.052492,9274.737484,4875.347164,4090.594476,14157.84271,10303.59412,5458.706634,21864.5477,2456.588044,17549.4952,5508.106027,10535.36777,2677.508744
Q5BJF2,494.1505467,4719.244997,6411.792237,1726.69727,84.01060078,107.6757879,3971.838928,0,36.50063494,2085.882869,4122.681683,0,2531.852403,7208.79153,2780.219898,179.6022491,423.7605896,1549.88863,1592.034065,3546.259247,2777.480057,39981.44678,2104.750442,1344.04425,396.6882782,579.7567746,2999.078039,3369.037823,8916.253388,2405.426636,1434.590198,514.1303864,1987.678436,8170.451194,806.2670095,635.0454102,1433.045061,1187.95167
P31146,80595.42699,150427.0907,25465.32534,64901.37386,45524.71972,81058.86286,64186.12113,170366.8582,67241.65471,639101.2803,100264.5927,138589.5472,235796.3193,588868.2919,125773.4038,160612.0123,150699.8143,69687.35638,106389.1313,406207.4938,101765.5385,470555.0684,302189.0672,84242.77312,56455.23824,586414.2348,310047.4176,298796.9295,288021.3755,151831.0857,83408.36475,297691.6424,297316.2516,139753.4925,36266.60988,233261.3469,69322.33127,246928.8427
P09493,7307.543533,1198.135498,876.4028473,920.6861954,194.1396103,5199.426979,1177.391106,6204.382563,638.934845,0,895.15905,205.9163284,427.9860535,3137.083168,456.3786519,308.9276123,201.7571397,311.0304924,1017.817413,4471.12773,0,1322.735712,0,192.0858578,1423.740155,0,1426.587982,2877.731572,140.742849,0,646.9945068,0,310.8465118,1447.830199,505.4929047,14416.66888,0,1161.243864
P43121,588.0915768,394.6838989,387.476902,253.2812576,0,235.5680414,835.3052063,542.580651,321.6205987,1065.334018,532.829961,1070.372592,870.4610038,1309.294596,0,0,646.904272,12.14340801,314.7289027,14158.8004,793.4301179,24848.25392,33.3431895,569.6844711,1936.040131,370.1095428,452.7183225,413.9908524,2393.566332,166.6954054,3539.552854,1178.235506,0,636.9180341,2250.707525,7243.653815,998.7557052,5892.76673
P01009,3664235.487,1865322.756,1037527.206,648778.4032,1287824.183,3582941.045,1607829.409,6329888.732,2063767.613,6038826.43,1633025.383,1433603.424,2443482.909,3118619.448,950652.2862,1401251.089,1789019.682,820561.0282,3426516.944,3544917.907,2570576.169,7982166.307,4265673.053,3035073.158,3977368.206,1689982.64,3057076.533,1480772.373,3059063.811,2244022.675,1529903.725,4966254.32,1737546.796,2714040.573,586586.6102,4732581.978,2073189.476,4528459.128
Q969V3,347.5669728,6339.587556,2157.944481,1040.518786,304.7277374,0,5228.388,0.233606709,32.88655055,1159.01099,2230.433644,556.4918227,2665.875983,3183.226834,800.0305016,350.2122192,302.6800862,891.2400478,846.0488393,10288.32528,14351.86382,22813.8277,0,1836.723647,2213.36055,1925.969111,565.9536915,3561.035539,4600.50423,6795.404013,2975.434178,2729.238179,1986.404473,4993.535313,1754.419841,1343.002121,844.4738791,2247.094048
P39023,410826.0057,428146.7106,114251.5906,70663.59704,103452.7348,258084.0669,278698.4109,369817.4401,239884.4036,396758.5312,268861.2207,191207.4479,433390.5701,338302.1928,145799.3021,327290.4905,239162.819,146727.7942,135094.3372,844773.405,406753.3579,809878.939,465711.942,190592.543,224885.508,535253.4794,289327.1367,342315.8296,113943.2908,417947.4325,283562.3518,495582.7979,343251.9304,277511.1015,135430.8729,116288.3408,174634.2675,195178.8936
P01019,100183.6476,82293.24173,46264.91307,26055.71344,45512.56752,90454.29068,51725.04847,113654.2621,51586.33415,168551.7877,92153.08945,59535.15597,78653.14555,83078.2149,35576.36829,57253.94499,48207.2443,33137.45707,102230.2989,78325.56451,125992.0981,512070.8624,242149.1232,132205.0891,84855.31686,44007.38533,48381.84646,47169.48173,109809.9043,321627.0912,57287.7301,165843.2138,57904.10653,54690.44176,18789.62531,97650.68749,66056.76788,70103.66224
P48556,87504.82845,58618.99378,15958.42777,21188.74308,52792.01084,87838.43989,21878.71992,133889.6344,84304.88771,171445.2492,55030.36707,83864.05439,88872.21794,78351.75462,17992.00123,76813.6518,39837.57109,31978.50679,49580.64958,66819.9482,132280.7342,291214.0659,261574.2387,77191.45539,58252.45259,138326.1295,65377.79064,59553.70965,93422.33081,163258.916,70368.27414,119479.2718,107297.5937,36094.90892,14479.515,32063.74509,34450.11062,86321.50489
Q16222,60643.61522,46217.50035,16940.42797,10484.94666,23238.18267,33860.4062,30765.08316,52245.30585,29842.33773,77369.46041,31237.59938,35091.25383,32680.53831,50332.35475,18795.31488,47579.74736,45425.90061,17888.32043,34492.689,51167.39993,23683.45001,111056.3304,112327.6177,14556.49805,9319.829258,17211.4233,33318.99058,18370.67597,63130.56469,68397.19265,17242.89897,21702.59539,32250.92364,18549.52799,4268.827329,7976.09301,19873.07443,124140.7631
Q15427,2022.679208,1616.129159,199.1842651,48.30401183,544.8629082,2765.18373,900.6266675,2264.762052,1688.636726,1318.794284,491.0323639,128.8247233,1612.040779,1378.938423,177.0340614,91.64107969,1168.786312,112.7098846,592.023211,1093.538109,1572.635723,3347.05321,7737.122314,147.7910697,167.0124054,3683.003852,1177.111511,3027.715766,2462.987738,2668.071781,1579.761765,766.2800903,1186.697949,2080.749628,619.2792254,920.1689915,428.3206943,2377.262878
P05161,3114.787279,1695.999016,864.4299359,20930.80635,2541.71145,1306.420086,4491.075543,2239.920091,773.4948742,2298.49694,2025.112564,938.926528,4845.00349,1848.3705,6577.814311,8767.96011,6247.490637,1756.357037,4561.06629,9393.511104,4275.639257,3234.342754,72289.99445,3952.275614,6333.250901,3747.826094,6491.979464,2832.875412,2835.094134,4410.808231,851.6647764,2206.488491,1654.730783,5894.957879,1684.401947,5305.252035,2547.011394,13879.5518
Q15661,4564.181876,4280.995683,775.844314,794.2914941,1656.162486,5621.57367,4929.000969,1602.725,1515.226741,1838.315988,2305.826406,1403.488569,984.0588713,12614.47167,1047.193887,2208.640536,4794.816487,1586.976507,980.9849412,159884.0119,8240.5735,35506.23855,4227.477565,22204.55904,29215.12839,3134.45694,4018.67164,1141.044135,655.7689593,803.7438826,866.899951,25383.79749,4507.381754,471.2811109,908.6966515,96005.9078,1179.473198,933.2138418
P08246,1932.636261,1969.732214,541.6769896,489.3847991,2295.334312,3539.405708,5045.096472,523.0714537,321.253053,5288.462199,1586.320909,1645.801184,2676.840688,3693.340943,584.1891385,1441.09518,635.5181777,918.4622622,4391.878947,901.454514,379.5158072,780.1253799,1113.13886,803.8232567,314.952794,287.2684091,289.4198423,443.8899472,65933.19723,164.2292342,1275.619973,281.2065899,392.1939249,5876.199442,171.733049,1881.966748,1161.57493,2126.250484
Q7L592,3190.32265,3352.399006,2620.600238,599.3643078,1594.291687,2669.478305,1763.301399,2768.14169,2434.000687,3746.135905,2094.146197,4381.880693,1661.9904,2170.62639,1188.66748,1868.186203,2467.103125,1470.301125,2237.418633,4008.822107,12894.52596,2892.242004,3987.982208,431.9422607,1615.890121,3052.177123,3975.010594,2053.538867,224.5449962,1206.44019,3410.128465,699.7719727,3488.28566,1063.821628,2232.046028,170.4181366,1307.593765,478.3833847
Q9UNH7,9206.096796,7762.072545,18115.24787,9006.407958,11674.49808,5095.806114,2540.788865,6907.798704,10590.77826,67774.33847,8539.938496,27352.66518,13156.72004,7818.484874,3397.498212,48008.22249,28630.29877,25472.98557,9341.370882,13295.92589,7768.073509,138511.968,145682.8132,29647.53275,28981.64577,26796.22823,20206.063,11477.38951,5627.897307,17118.14388,17607.16527,25142.47733,30071.0393,7583.625947,6013.511516,12741.28103,21212.16253,14520.60091
P11216,89811.04145,192351.0798,82639.79662,78579.66082,58872.78592,71213.34507,69910.75255,91654.32991,73999.93899,203956.8015,96962.78155,112387.6566,112274.7982,186208.5481,63139.38966,188929.066,121389.8022,63219.97409,87421.07594,116778.3351,159429.5993,1071436.89,366871.2571,232629.3686,70758.25474,49857.75153,252523.9266,123245.3205,69494.13355,247853.7057,62757.60206,77645.39037,379633.1589,54927.09728,47370.33003,162089.3304,155902.6041,404944.2923
P31040,273260.715,803311.2578,335563.9242,166785.5372,336887.0367,269501.8502,451073.158,537064.3449,455668.5641,2591617.335,711689.1866,1123490.456,898898.659,862831.584,361337.0845,1130755.459,1253555.528,495846.4558,635461.6612,795789.4073,483966.4438,615288.1654,2182167.508,529700.1194,849019.4086,440049.9884,801292.5241,538021.6399,161473.3699,413259.6063,456858.1951,624131.6189,682720.2765,161942.897,222171.2209,251017.5688,614978.0049,299220.2285
P49588,203374.2861,381758.7915,157220.3043,86894.08605,188370.8755,186392.6285,289464.7462,307751.3491,224120.2338,971791.3602,321713.7331,488646.0405,417648.8558,419887.0148,161236.0617,463643.031,454406.5288,250713.8003,336103.6697,369293.7099,463722.6866,1115493.904,898516.7451,245564.2212,447284.72,487836.8309,420168.2244,230660.7943,319589.0007,985232.0674,414240.5007,345157.2584,854444.3969,298278.893,214731.139,142073.4409,312666.863,180619.1828
P02750,30367.75682,8503.95139,9688.902334,4255.344752,18635.84356,55154.46149,25594.83387,58094.87004,9711.42146,75773.94973,18196.50202,14461.02375,18326.28961,25104.79747,4315.355944,14720.88124,12422.96859,5885.535207,58539.9207,17667.32093,11716.54716,38212.39834,13843.63758,21943.12603,42430.13149,15457.11452,15461.4473,7448.883305,27238.36119,12839.47337,5524.360934,28761.87104,22428.53144,12076.49182,1661.456767,19827.4077,8089.400323,53316.20141
P46782,114803.1423,149176.7474,52186.26799,7041.278613,32393.51516,118292.3436,38654.93698,158743.58,128271.4186,241929.1162,79564.93125,104498.3656,110058.2065,107451.1274,38362.11009,109277.461,94759.67736,48089.10901,38698.07004,95697.35178,155073.1887,554545.8989,379301.2534,45469.22222,67396.01608,226823.7017,118417.3491,194330.4256,43379.04495,144544.3659,76375.88625,164321.7425,165804.6223,94448.75226,41940.98519,44734.74978,75702.78968,68912.81022
